,text,text_translate,voted_up,early_access
4010,"okay this game is dated and it screams it. can't get past the tutorial because it's just awfully executed. the most noticeable thing launching it up is a starting fov of like 40 and it feels horrible. there   but it means binding a key to change the fov that you have to press at the beginning of the level. this is just a really, really bad implementation. when will first person devs wise up and make a game with a starting fov of 95 for once? i can get past this, though. i can look past a lot if a game is done well. subnautica is a buggy, unpolished mess, but at least it's playable. mirror's edge doesn't have an option to disable head bobbing. this game isn't worth $2.17, but i can't refund it because i waited a couple weeks after buying to play it. cool.","Итак, Хеллоуинская распродажа 2015. Габен сделал цены на игры настолько низкими, что чуть не обанкротился. Одной из таких игр являлась Uncrowded - 98% скидона, или 1 рубль. Да, я уже писал похожий обзор на ""рублевую"" игру, но в отличие от нее, Uncrowded я не рекомендую...",False,False
4011,Die Steuerung ist das letzte. kaum spielbar,very bad graphic/voice between player is sucks..,False,False
4012,p2w,Говно,False,False
4013,je verkankkert je heele game met dei update gvd net voor de relaese kut,Че как всегда хуета.Читеров через одну катку.Деду(мне) не понравилось.Нельзя выйти из мм или тебе дают семь дней.Пиздец.,False,True
4014,其实第一次听说要我些好评我是拒绝的，因为，你不能让我写，我就马上去写，第一我要试一下，因为我不愿意玩完了以后我说好评，大家都来买，这样大家出来一定会骂我，根本没有这样的好玩，就证明我说的好玩那个是假的。后来我经过证实这确实是个无聊到爆的游戏，因为我要让大家看到，我用玩了之后是这么不喜欢，你们用玩了之后也会是这个样子！,• Full of annoying Bugs. • Worst Servers. • Poor Hit-Registration or Hitbox. • Full of Toxic Kids. • Unfair Business with Veteran players because of technical limitation? ._. • And OFC Ubi dosen't know how to balance this game.,False,False
4015,fix you coop up you ♥♥♥♥ and stop telling me to use vpn,♥♥♥ tht 7 day trade cooldown,False,False
4016,Самая мусорная игра в Стиме,"I'm not able to get past bomb boss, he bugs out (completely freezes) and you're not able to continue the fight. It's a gamebreaking bug that destroys the experience. I'd like to play the game through, and mperhaps give it a better rating in the future, but for now it's not recommended.",False,False
4017,popke,Тупое говно. Играйте в Hotline Miami,False,False
4018,Блин сколько ждал эту игру и вышло такое дермище,Walking simulator sprinkled with some half quests? All villagers have the same dialog and typically look the same. Character creation variety is the same exact as it was in the Alpha. The game is insanely more difficult than the Alpha. Walking Simulator. Sad to see it go this way...,False,False
4019,ребята что за ****** верните мне сохранки и DLC,böle oyunu skm 1 hafta oyuna girmedim ban yemişim aq açmıyolarda banı,False,False
4020,"Графика хромает ((сюжет как пройду напишу,,, но что-то как то не очень 🤔","Trash game honestly.To slow, people just hide in buildings..",False,False
4021,"Игра так себе.  Банальный паззл, только многие моменты откровенно подкачали.  Саундтрек - навязчивый, после 15 минут собирания паззла - он начинает понемногу раздражать.  Управление тоже крайне неудобное, элементы мозайки плавают вокруг ""стола"", где собирается картинка, когда много частей - они накладываются друг на друга и порой непонятно сколько в ""стопке"" элементов и невозможно найти нужный. Нужную деталь выловить из всей массы кусочков - сложно, причем даже когда курсор находится над деталью - берется другая, которая иногда даже за границами курсора. Также к минусам можно отнести что детали не поворачиваются, хотя может и не минус, но для меня, это минус атмосферности игры.  В целом - играть можно, но не очень удобно.",Ухади сука,False,False
4022,"Пожалуй можно считать разочарованием годам. Игра абсолютно лишенная логики, вот что значит: навождение феминизма в массовой культуре.",I enjoyed this game it had a good soundtrack and nice simple mechanics that got me really invested but the game REALLY falls SHORT on its length seriously one hour?!?! I find it rather redicousous that they can release a game for 10 dollars that is one hour long.. I wasn't expecting the game to stretch out too long but as soon as you get comfortable with the controlls and start to have fun it ends in the most abbrupt ending that ANYONE could of seen coming... 3/10,False,False
4023,"Very unbalanced, Germany gets very cheap very powerful vehicles, for example, flamethrower halftrack that you can spawn early. Your AT units will get killed before they get a chance to shoot. So you spawn a tank, and suddenly all units get AT bazookas in less than a second.  This game is unplayable against standard AI.",渣画质，一群挂，黎明也不管，以前还锁国区。不推荐,False,False
4024,Never play this crap.,me banearon sin razon alguna,False,False
4025,найс оптимизация. 10 фпс из 10,"Наилучшая игра по жанру тактики, давно являюсь фанатом серии РАДУГИ, и наконец то это совершилось - вышла долгожданная ОСАДА 6 и что же мы получили: Отличная графика, детализация, стабильность и многое другое все на высшем уровне. Реализация управления, твои собственные способы и решения определенных целей, выбирая свой подход, делая свои решения или же выполнять действия вместе с командой или одному, решать только тебе.  Игра стоит своих денег, но есть и свои минусы игры такие как читеры (вроде бы с последним патчем все разрешилось, но читеров это надолго не остановит). Минусы встречаются в самой игре и ты не можешь их описать так как это же наши любимые UBISOFT. Желаю вам отличных впечатлений от игры и хорошей тимы! Спустя пару лет игры, Осадка изменилась к лучшему, исправили большинство багов, допилили наконец то рейтинг, подкрутили подбор игроков (ну более менее, стало лучше), интерфей стал интуетивнее. С каждым годом что-то допиливается, доделывается и все такое. Частенько бывают ивенты всякие. Игру поддерживают до сих пор, что не может радовать. Без минусов как всегда не обходится, это касается оперов, до сих пор ни как не могут доделать баланс оперов, то одного подкрутят, то другого, и все это крутится, вертится, все неоднозначно. Стали часто падать сервера, не можешь найти игру постоянные ошибки. Ну и так же остался рассинхрон → стреляешь например в голову, в повторе показывает в тело и все в этом в духе. С момента релиза вся эта шелупонь.  В последнее время ЮБИКИ стали зажираться, появилось слишком много доната на шмот, все последние ивенты которые проходят, требуют от тебя доната. Ты не можешь получить все плюшки ивента, если не купишь все паки по космической цене. 2019 - все так же игра полна багов, каждый новый сезон предвносит новые проблемы и страдания, в рашке почти уже невозможно играть, сервера перегружены у юбиков. Новые проблемы 2020 года не остаются не замеченными: До сих пор осталась проблема с регой пуль, ну то есть попадания тупо не засчитываются (вероятнее всего это проблема в серверах юбиков, мой пинг в среднем показывает 40-50, хотя у большинства жителей европы пинга состовляет 9-10) Реворки карт желают лучшего, баланс этих карт не равноправен, остается надеется на дальнейший баланс. Не завозят новые карты  Нет нового оружия  Новых оперов тупо копипастят друг друга, ведать идеи закончились а точнее денюжки юбикам текут рекой, значит им и так хорошо, что игроки это просто так проглатывают. Ведь за прошедший год юбики показали отчет, что игра принесла в два раза больше прибыли. Все больше и больше скинчиков, больше доната, сезонные пропуски, как же все это надоело, игра превращается в помойку со смешными скинчиками, куда подевалась вся серьезность радуги, это же тактический шутер а нам преподносят очередный цветной скин.",False,True
4026,Классная игра,this game is amasing but i hate spys when i play sniper,False,False
4027,"Игра не несет никакой смысловой нагрузки,а так же не имеет никакого сюжета и смысла.Просто игра сделанная на коленке.Достаточно запустить игру,один раз закинуть мячик в кольцо и 3004 достижения уже идут к вам в копилку с +1 идеальной игрой. Не рекомендую игру к покупке на просто поиграть.Если всё же решились купить,то берите по скидке.Ибо карточек здесь нет и выгоду кроме достижений вы не получите.",4k people in qwue lul. nice servers !,False,False
4028,"Ich habe mich echt auf dieses Spiel gefreut und auf den ersten Blick war es auch toll... Aber dieses Spiel ist KOMPLETT unspielbar und kompletter Schrott :( Ja, ok, ich wusste zwar, dass es ein Early Access... nein - stop - ist es ja garnicht... :3 Hier ein paar erheiternde Beispiele: - Bäcker machen ab einem Zeitpunkt Pizzen ohne Ende, auch wenn kein Kunde da ist, die Kosten für diese steigt ins Unermessliche und man ist nach 2 Tagen pleite, Spiel beendet. - Die Kellner tragen die Pizzen in die U-Bahn (?), laufen ein Stück nachdem sie mit der U-Bahn gefahren sind, bleiben stehen für ein paar Stunden und laufen dann wieder ins Restaurant. - Angestellt und Kunden finden Wege manchmal nicht, dann läuft garnichts mehr und man verliert endlos Geld. - Ordnungsgemäß eingerichtete Stühle wackeln, was wohl symbolisiert, dass sie nicht korrekt angebaut sind(?). Jedoch sind Sie exakt identisch angebaut, wie auch die anderen. - Jedes Mal, wenn ein Spielstand geladen wird, hat man am ersten Tag den Bug, dass die Angestellten die zuletzt da waren, zeitgleich mit den neuen Angestellten im Laden sind. - Pizzen liegen auf dem Boden, nachdem man den Ofen verschiebt. Und lauter solche Späße. Wobei man über sowas noch hinwegsehen könnte. Es vergeht eigentlich keine Spielminute ohne gravierende und sogar offen sichtbare Mängel. Das ist so ziemlich das schlechteste Spiel (von der Programmierung her, nicht von der Art des Spiels), dass ich je gespielt habe. Und ich hab wirklich versucht, das Spiel zu mögen. Das Spiel ist leider Betrug - es ist unspielbar. :( Schau euch einfach meine Screenshots an, das sagt schon alles...","Even though i play this game too much to be proud of, the cashgrab they're doing at this point is just hilarious.",False,False
4029,This could have been a really good DLC for Farcry 5.  Story is really short and not all that interesting. Unlike Farcry 5 or any other Farcry you don't even develop a hate for the villains. Wish if I could refund this,"At first I liked this game... until the landlady kicked me out from the apartament. There are too many things to do : buy food, spy on people, go to work to earn money. All these actions consumes time and the money you earn are not sufficient for paying the rent, buy cages and food. There is no specific tutorial and the routine of watching people doing the same things everyday is boring. In conclusion, I feel like I'm being rushed, I can't properly enjoy this game; I like games like Beholder, Papers Please or Orwell, but this one is not for me !",False,False
4030,세상에서 가장 재미없는 슈팅게임을 만드는 과제였다면 이 게임은 단연코 A+ 받고 제작자는 우수졸업생 뽑혔을 거다 코딩공부 끽해야 한달정도 했지만 한달은 개뿔 일주일 공부하고서도 충분히 만들 수 있을 정도로 조악한 게임 어지간하면 제작자 성의를 봐서라도 점수를 주겠는데 이건 성의조차 안보임 루비스코어 0/100,Arkadaşlarımda cs olmadığı için mecburen bu amk oyununu oynuyoruz siz oynamayın,False,False
4031,"Extremely simple game that I guess is meant to be a cash grab Magic 8 Ball for weebs. There's no nudity though, so you degenerates will have to keep touching yourselves to Boku no Pico and Interspecies Review. Doubtful there is even a condition for categories pertaining to the answers it gives.","Borderlands 1+2 waren deutlich besser, hatte mir in diesem Teil wahrscheinlich zuviel erhofft.",False,False
4032,"говно ваша хуйня, ой.. игра.",I'm a competitive player and this matchmaking sucks. I play everytime vs. Legends or even better than me (I'm just Pro rn) Casual is fun but I dont recommend competitive!,False,False
4033,갓겜,"AdVenture Capitalist is a hard game to rate because it all depends on what you're looking for. On one hand, if you want something to do in your free time then you shouldn't hesitate. On the other, it's extremely repetitive and boring. But uhh... That's just my opinion man...",False,False
4034,"Played for free to see if I wanted to buy the game at half off, which I was very much leaning towards.  After all, downloading nearly 50 gigs of the game takes some time.  As I started to play, I found the game interesting, but not at all what you would want from an ""Open World Game"".  The game immediately forces you into a story plot in which you are forced to take sword fighting lessons, and do a tutorial like quest.  When I am playing a game, I do not want it to feel like I am watching a T.V show,  this game accomplishes exactly that, it feels like watching a T.V drama.  The cutscenes are so long, i found myself watching a five minute long cutscene only to be baffled that I am still playing a game when I am throws into the action.  The NPCs are very unnatural looking and will seemingly walk around like a mindless drone, will not make eye contact with you, and will not budge when you walk into them.  They just kind of walk around with a blank stare on their face.     The Character Customization lacks.  They have made this game so ""T.V showlike""  that, of course, you cannot customize your character.   If you unequip your gear at the beginning of the game, or sell it to a trader, YOUR CHARACTER WILL STILL BE WEARING THE SAME CLOTHES IN THE CUTSCENES.   Not being able to customize the character in any way pretty much makes the main character seem unrelateable.   Fighting is clunky.  The fighting is clunky and I mean really clunky.  You target an opponent, you can click or right click.  Depending on which you do, you will either perform a swing or a quicker stab move.  At least in the intro, you can end up in a few fistfights and do basic sword training.   I very much wanted to begin to react to the open world, but it seems I have lost interest after taking a break from the game after the first time playing it, which ended in getting shot off my horse in what seemed to be some kind of beginning cutscene sequence.  The bottom line is that if I am playing a Medeival Open World game, I want it to feel sandboxy, like the decisions I make will have a drastic and longterm effect on the world.  If I want to watch a T.V drama about Knights, I could just watch a show like ""Knightfall"".  This was a big disappointment.",I have to download 15GB. What the hell you devs you are not respect players. I bought the full game - MK XL. MK 11 is on my wishlist so and I will absolutely buy it when sales. But I think it's no more. Are you kidding me???? Of course I will download if it's additional content but it's all about ads. You hear me? I respect NerheRealms but It's really not cool. Please remove the ads ASAP.,False,False
4035,Классная игруха для чпоканья,Extrem schlecht.... man bracuht erstmal einen Xbox controller um überhaupt richtig spielen zu können dann ist die stuerung total merkwürdig. Nette Idee ein remake zu machen aber es wurde furchbar umgesetzt.... schade eigentlich,False,False
4036,"Абсолютный победитель в категорий ""Говном воняет""",나는 이걸로 오이먀콘을 만들려고 했는데 ㅈ같은 맵들 때문에 포기한다 ㅅ1발련들아,False,False
4037,"Great game, One of the best fighting games I've played in a minute.. Can't recommend it tho because of the servers..  Every time I've played so far the servers disconnect and it's usually always when I'm in the middle or about to finish a tower, If they fix the servers eventually I'd for sure recommend it if you love fighting games.",Ainda bem que não investi nesta franquia e só tenho esse jogo. Cambada de mercenários cuspindo no prato que comeram e não dando a mínima para os consumidores da steam. ............/´¯/)......................................(\¯`\  ............/...//.........................................\\...\  ........../....//............................................\\ ..\  ...../´¯/..../´¯\........................................./¯`\....\¯`\  .././.. /..../..../. |_...EPIC STORE. |..\....\....\...\.\  (.(....(....(..../.) ..).......2K...........(...(.\....).....)...).)  .\................\/.../.............................\...\/................./  ..\.................../................................\..................../  ...\.................(.................................)................../,False,False
4038,"I'm a massive fan of RE and really enjoyed RE2 Remake but i'm so disappointed in this RE3 Demo. Gore is reduced A LOT, Zombie PYSX is GONE and it makes them seem off when fighting them, this alone has ruined the experience for me.. Capcom, if you see this. Please tell me it's only for the demo and the full release has it all back as i'm seriously considering cancelling my pre-order. :(","Anstatt dieses Spiel mal teurer zu machen, um diesen ewigen Smurfern & Hackern vorzubeugen, wirds jetzt auch noch um 50 % günstiger gesetzt. Aktuell nicht wirklich Empfehlenswert, solange man nicht grade auf Ranks unter Surpreme hängt. Leider ist dieses Spiel vorallem nach dem F2P-Update nahezu unspielbar: Das normale Matchmaking ist, auch wenn man einen ziemlich guten Trust-Faktor hat, unspielbar. Andere Plattformen wie eSportal oder Faceit werden davon auch betroffen.  Maps wie Cbble werden durch Vertigo ersetzt.",False,False
4039,10 из 10,have variouse big bug :( its game so cool. i sad if bug and restart 3-6x back to checkpoint,False,False
4040,內容太少,Don't like when it comes to politics.,False,False
4041,"Mais FAITE des MISES A JOUR BORDEL !!!! déja pour lancer le jeu occupez-vous bien (genre prendre son smartphone ou une console pour jouer a coté parce que LES TEMPS DE CHARGEMENT SONT PLUS LONG QUE SUR PS1 !!!!!!! et aussi le jeu crash très souvant :,( si vous faites des mises a jour je vais changer cet avis",stupid bobo confusing game ! :steamsad::steamfacepalm::lunar2019madpig:,False,False
4042,хуесосная игра для хуесосов. уе6ки на Юбисофт желаю вам научиться делать рейтинговую игру и нормальные сервера,This is so ..,False,False
4043,사람도 많고 웃기긴한데 노잼...,Elbette oynamak için alınmayacak kadar kötü bir oyun. Alınma sebebi sadece Achievement manyakları için mantıklı olabilir.,False,False
4044,"Most disappointing game since Mafia III The story is mostly interesting and most of the characters are great, though they are plagued with cringey, try hard dialogue. Graphics are good, but never anything special. Big improvement over the first, though.  Gameplay is repetitive. Having to constantly(and I mean constantly) pick up health and armour, as opposed to just walking over it, is tedious and grating.  Despite teasing you with interesting environments like 60s Nazi controlled Roswell during a parade, they drop you into generic Nazi base #287 instead. This is the case throughout the entire campaign.  The game is riddled with bugs. It runs well over 60fps for me, with very rare dips, but there are occasional graphical glitches. Like the New York skyline not loading, leaving just a black box in the sky. The game freezes during loading far too often.  And to top it all off, they release the first update and it's somehow not compatible with your save data, you have to start over from the beginning of whatever chapter you were on. Which could be an hour+ of time wasted.",y una mierda,False,False
4045,"Achei que era um jogo de terror, mas era um MMORPG com zumbis, interessante.Jogo divertido para jogar com os amigos, porém incompleto, faltam orientações sobre as missões do jogo e os sistemas deste , assim como ambientes que façam q vc sinta que está progredindo. NÃO RECOMENDO ESSE JOGO ENQUANTO ESTÁ NO ALPHA, MAS TEM POTENCIAL.","Not bad...  ¿Esperabas algo más?, no amigo.. sin palabras...",False,True
4046,"Rusty Lake давно уже делают серию взаимосвязанных квестов-пазлов в необычном сеттинге околохоррора, где происходит всякая чертовщина и бывает расчленёнка, но на ужасы нет особого упора, общая стилистка скорее светлая и красочная, а истории героев — трагичные. Получается эдакая причудливая фантасмагория без слов и с геймплеем ""найди выход из комнаты"". Логика задачек местами неземная, но до гайдов у нас дело не доходило (объектов мало, и в крайнем случае можно просто всё ""обкликать"").  Все игры студии делаются в первую очередь для мобильных платформ, и на компьютере интерфейс, заточенный на листания экрана в тач-режиме, откровенно хромает. Ещё авторы очередным патчем поломали фулскрин, два года назад обещали его починить, да так руки видимо и не дошли, игра навсегда теперь работает только в окне.  В принципе, игра неплохая, и любителям жанра вполне можно попробовать (тем более что на распродажах она стоит сущие копейки), но я лично не могу сказать, что мне понравилось, и другие игры той же студии смотреть нет особого желания. Похожая   с чудесными поворотными механизмами, по-моему, на голову выше.","От игры ожидал большего , она меня разочаровала . Она как Дота 2 , только платная и скучная . Покупать не советую !",False,False
4047,gaaaaayy,"I can't say I played it for long, but it was not really that interesting. The graphics and engine are dated. I hope it was free, and not part of a bundle; I would never buy this if I knew what it was like, nor do I plan on playing it again.",False,False
4048,Pretty nice balance overall and has a nice idea for the main gamemode. Still the tickrate is utter ♥♥♥♥ on the official valve servers and that results in a ♥♥♥♥ hit detection. Also dont get me started on the community that is filled with fat russian infants. On the last note skins and cases take your money.   Verdict: Just play minestrike,игра даже своих денег не стоит,False,False
4049,nice,descargar 90 GB para poder abrir EL LAUNCHER y tener que descargar otros 11 GB mientras cuenta como tiempo de juego bue... y lo peor es que no me gusto,False,False
4050,BU OYUNU YAPANIN ANASINI SKM OYUN AÇILMIYOR URUSBU CUCULARI AZGINLIĞIN SONU BÖYLE OLUYO ARKADAŞLAR ALMAYIN,meu pc tem os requisitos minimos q esta na pagina mas n roda n sei pq nao recomendo ;v,False,False
4051,"Leider ist nun auch dieses Spiel mit einem Unnötigen Season Pass System bestückt... du musst also Echtgeld ausgeben wenn du alles von deinem Pass freischalten willst mit eher unnötigen Posen, Outfits usw. statt sowas optional in DLC's zu packen die es noch dazu gibt muss man in diesem Vollpreisspiel welches in nem halben Jahr spätestens ersetzt wird durch den Nachfolger muss ich sagen. Schade... Auch bis man ein Logitech G29 richtig eingestellt hat für das Game dauert...","Я не знаю зачем купил эту игру. Я не успеваю ее обновлять каждый раз по 5г качать. Что в этой игре обновляю хуй знает текстуры года 2004 физика такая же деревянная, а требования  как у игр 2070 А сама игра самая токсичная однообразная, прятки и дроч генератор, Советую только тем кто играет своей девушкой а так, игра для девушек и ♥♥♥♥.",False,False
4052,"Absolver - это великолепный файтинг с возможностью создания своего стиля боя. Комбинировать атаки и самому составля последовательности, это очень здорово. Отлично реализованные механики контратаки, абсорбиции, уклонения и также отмены атаки, чего во многих файтингах не найдёшь.  Огромное веселье в открытом мире, вы почти никогда не будете один, возле боссов так точно. Не раз случалось так, что минуты 3 бьёшься с боссом, уже почти одолел его, а тут подлетает рандомный игрок, убивает тебя и босса в придачу. И это не вызывает расстроиства, потому что Openworld PVP. Но разумеется можно и кооперироваться абсолютно с любым игроком которого встретишь на своём пути.  Изучение новых ударов происходит путём их блокирования, абсорбирования или уклонения, и за каждое действие дают своё кол-во опыта, да и к тому же опыт вы получите только тогда когда убьёте противника, в противном случае прогресс сбросится. Но, всё было бы хорошо, если бы не сервера, которые находятся не пойми где. Играть из России и стран СНГ просто невозможно. Игра рассчитана на скилл и пингозависимость. И если скилл у вас присутствует, то вот пинг вам подпортит нервы. Ибо в PVP вы даже замах сделать не успеете, но уже получите 2-3 удара и я даже не говорю про попытку уклониться. Вердикт таков: у Absolver есть потенциал, есть свой стиль, игра будет расчитана на скилл (ибо вещи в игре дают как плюсы так и минусы, вы либо бронированный но медленный, либо ватный но быстрый). Всё портит пинг, который катастрофически огромен. К покупке не рекомендуется если вы из России или стран СНГ. Либо ждите пока появятся сервера в нашем регионе.","Salutare Lume,uite ca a venit timpul si pentru review-ul lui Space Hulk.Ca si in jocul din 1993 ai la dispozitie Terminatori pe toata durata campaniei,care sunt impartiti in 3 clase:Heavy Flamer,Assault Cannon si Storm Bolters).Jocul are 2 campani una principala:Sin of Damnation si ce care este o campanie de introducere pentru cei care nu au jucat jocul clasic, aceasta campanie se numeste Boarding the Sin of Damnation. Salutare Lume,uite ca a venit timpul si pentru review-ul lui Space Hulk.Ca si in jocul din 1993 ai la dispozitie Terminatori pe toata durata campaniei,care sunt impartiti in 3 clase:Heavy Flamer,Assault Cannon si Storm Bolters).Jocul are 2 campani una principala:Sin of Damnation si ce care este o campanie de introducere pentru cei care nu au jucat jocul clasic, aceasta campanie se numeste Boarding the Sin of Damnation.   Povestea:Totul se invarte in jurul rasei umane si a unei rase extraterestre numita  Genestealer.Umanitatea trebuie sa anihileze exstraterestri inainte ca ei sa distruga rasa umana(suna a cliseu nu e asa?).Totusi un artefact a fost redescoperit dupa ce s-a crezut ca a fost pierdut.Ei bine v-as spune mai multe dar parca scriu prea   final povestea primeste un  6.   Gameplay: Intr-un final am ajuns si aici.Prima data sa mentionez ca este un joc turn base strategy.Acum sa enumaram niste soldati pe care ii gasim in fiecare clasa.Prima clasa,Heavy Flamer ei bine aceasta clasa are doar un soldat,Brother Zael, a doua clasa Assault Cannon la fel ca si in prima clasa doar un soldat,Brother Leon,si a treia clasa Storm Bolters care este ceva mai numeroasa, mai exact 6 soldati, acestia fiind:Brother Noctis,Brother Deino,Brother Goriel,Brother Valencio,Brother Scipio si Brother Omnio.Acum este timpul sa va prezint fiecare abilitate a lor.La Storm Bolter avem urmatoarele abilitati: Storm Bolter,Power Sword si inca 4 pentru mobiliate Overwatch,Guard,si Set Move and Fire Target.La Heavy Flamer avem doar o abilitate de atac Heavy Flamer si inca o de mobilitate, Guard. Si In final Assault Cannoncare are doar 3 abilitati de mobilitate Overwatch,Guard,si Set Move and Fire Target. Cand selectati o unitate va v-a aparea o camera in dreapta sus in acea camera puteti vedea din perspectiva acelei unitati. Si ca ultim detaliu aveti 2 tipuri de puncte: AP care sunt individuale fiecarui soldat mai exact 4 puncte pe soldat si puncte CP care sunt puncte comune care pot fi folosite doar cand vine vorba de mai mult de 4 miscari.Acestea fiind spuse gameplay-ul primeste o nota de 7 si nu 8 din cauza ca este prea repetitiv.     Grafica: Ei bine pentru anul 2013 as putea spune ca acest joc nu merita mai mult de 5 la capitolul grafica avand in vedere ca prin tot jocul am dat de Low Resolution Texture care mi-au sarit in ochi chiar daca nu eram atent la joc.Poate dar POATE daca s-ar mai fi lucrat la acest capitol si jocul era lansat in 2011 ar fi primit un 8 dar avand in vedere ca este anul 2013 aceasta sectiune v-a primi un 5.   Sunetul:Sunetul are o tenta de realistic dar nu prea reuseste.Totusi pentru incercare si pentru buna calitate a sunetului in toate aspectele ii dau nota 7.   Si cu asta ii acord jocului o nota finala de 6.5 si va astepam pe channelul nostru de youtube la noi livestream-uri si noi video-uri.",False,False
4053,"Не работает с мышкой Bloody AL90. Мусор. Покупал игру не для того, чтобы возиться с конфигами","No permite ingresar a ninguna partida, y posee multiples fallos a la hora de iniciar el juego",False,False
4054,TRASHHHHH,this stupid game is run by stupid chimp baby dumb stoop baby monkeys,False,False
4055,its good but not woth its price,It was far too edgy for my tastes.   Parts were funny but those parts couldn't make up for the cringe.  Eventually I had to quit playing it.  I have no clue about the 2nd half of the game.,False,False
4056,1337,"incredibly pretentious,meaningless and depressing garbage  like all other titles from this developer.",False,False
4057,Can´t play the co-op the input lag is horrible!,gay,False,False
4058,"Именно такие слова у меня возникли, когда я прошел эту игру. Я не ждал этой игры, а просто увидел её где-то в 2018-ом году и поиграл в ранний доступ. Только сейчас, после выхода Зена, решил повторить подвиг.   - Боты тупы как пробки, некоторые люди даже утверждают, что в оригинальной игре они посерьезнее, не знаю, так ли это или нет. И они все умирают очень легко, не предоставляя челленджа. Я за всю игру умер лишь от своих гранат.   - Провода из Half Life 2? Серьезно? Эти подвижные 2D картинки? Дайте себе по рукам, друзья. Вы даже с уровнем с лазерами в этом плане облажались в Зене.   - Вы даже не протрудились изменить звуки из обычного Half Life 2. Звуки нажатия на кнопки, скрипа двери, скрипа стула. и тп. Лично меня это огрочает.   - Стоит еще ответить плохую стрельбу, Отдачи ты никак не чувствуешь и нет прицеливания, по итогу ты мочишь всех от бедра, что не очень устраивает.   - Музыка невзрачная и не прибавляет драйва к перестерелкам, меня чуть-чуть затронула музыка из конца уровня ""Нарушитель"".   - Баги данной игры это не баги, а фича, как я понимаю. Перечислю те которые встретил: 1) Трупы морпехов проходят через лифты/подъемники заборы и прочие декорации. 2) Охраники любят прятать в себя руки. 3) Охраники любят застревать в дверях. 4) Захваченные Вортигонты когда кастуют заклинания и в этот момент выходят из-под ПСИ контроля не удосуживаются спрятать зеленое свечение.   Ну это конечно прикольно, да, красиво, да, но это скучно, вместо пострелушек с тупыми вояками нам теперь дали платформер, которые надоедает сразу же. Этот платформер приукрашивается ко второй половине уровней Зена всякими конвейреными лентами, потрелушками из пушек с бесконечным боезапасов, убеганий от гигантов и тп. Это хоть как-то спасает положение, я даже удовольствие получил.     Про босса ничего говорить не буду, я его убил с каменным лицом.   Я мог бы такой дряной тир устроить в Garry's mod и получил бы больше удовольствия.   Рекомендовать как игру я не собираюсь. Если бы это был мод, то я бы аплодировал. Да и разработчики лямку тянули с разработкой. Денег своих не стоит.","Steam Direct no sirve.   Se termina en 15 minutos o menos.  Que vendan esto como un juego, parece más un ejercicio de alguien que esta aprendiendo desarrollo de videojuegos.  1",False,False
4059,"It's an okay game. Plays much like the Armored Core series but the online community is dead. You need at least 4 players to make a match and it takes hours to get 4 players online long enoguh to make a match. No bot play even, no scrimmage or duels. Single player is once and done.","Im honestly dissapointed Ubisoft. From watching the trailers the game looked fun, interactive, intresting and most importently replayable So I said: ""alright awsome ima buy this game""  I have a GTX 960 4GB and 8 RAM i think im able to run it on Very High - Ultra 40 FPS After 14 hours of downloading it, I get greeted with a cute main menu  I crank up the Video Settings and set off I notice the terriable FPS drops and I lowerd the video setting I had to lower them to High to get just 35 - 40 FPS? with my Video Card? Bullsh*t. Instantly upon joining the game I felt the movment was a bit weird  let alone aiming was awkward  I hopped inside a car and noticed the weird AI running around the car like idiots untill they got in with glitchy animations one of them simply gave up and teleported in the car I started Driving and of course noticed the God Awful Driving mechanics, It felt like i was driving on a road covered with butter. The physics are even worse, You can scale an almost 90 degree mountain with your bike at full speed no problem You can jump off the mountain with your bike no problem and as you land you continue in full speed The shooting was pretty good aswell as the stealth system, tho it could of been better if the A.I wasnt retarded The game itself is very very repedetive. Go there. Kill the bad guys. Do that thing (interrogate, kill, collect some random ♥♥♥♥ etc..) and do it over and over and over and over again The In game menu is so cluttered and is a pain in the ass to navigate  There are lots of weapons but you will see yourself using maybe 6 out of all of them Play this only if you have friends so you can atleast get a giggle out of this poorly optimized, glitchy, wonky, repedetive piece of ♥♥♥♥ 4\10 It tried to be everything, ended up being nothing.",False,False
4060,is this counter stirkik,garbage,False,False
4061,Na to že je hra free chtěl jsem ji zkusit ale celých 50 minut mi to hledalo a připojovalo na server takže uninstal a zaporné hodnocení,"Купил игру в начале 2014 года, тогда мне она показалась интересной, но я решил сделать паузу и дождаться пока игра не выйдет из раннего доступа. Снова вспомнил про эту игру я летом 2016, к этому времени она уже должна была полностью выйти из раннего доступа, как нам заверили разрабы, однако какого было мое удивление, когда спустя больше двух лет игра стала только хуже, играть было просто невозможно, тебя зомби били хрен знает откуда, ты провалился в текстуры, когда поднимался по ступенькам, тебя читеры убивали через стены и еще х***ая туча других более мелких, но не менее раздражительных моментов... После этой игры я никогда больше не буду покупать игры из раннего доступа, разрабы внаглую кинули всех, а самый главный у них и вовсе свалил в другой проект, назвав DayZ ""неудачным"" проектом. Однако я слышал, что и свое новое детище он хочет ввести сначала в ранний доступ... надеюсь никто не будет верить этому лживому м***ку и не будут покупать его новую игру.",False,True
4062,первый раз читерил. Забанили на месяц. Второй нет. Забанили навсегда. Я даже первую миссию не спел пройти. На этом всё рокстар идите на ***.,Do not buy this game...The gaming physics are basically non-existing and compared to WWE's videogames or even TNA's game from 2008 is way better than this game,False,False
